gene_id,description,function_group,group_name,function_subgroup,subgroup_name
slr0453,hypothetical protein,P,Hypothetical,,
slr0455,hypothetical protein,P,Hypothetical,,
slr0459,hypothetical protein,P,Hypothetical,,
slr0479,hypothetical protein,P,Hypothetical,,
slr0480,hypothetical protein YCF46,P,Hypothetical,,
slr0483,hypothetical protein,P,Hypothetical,,
slr0487,hypothetical protein,P,Hypothetical,,
slr0491,hypothetical protein,P,Hypothetical,,
slr0503,hypothetical protein YCF66,P,Hypothetical,,
slr0505,hypothetical protein,P,Hypothetical,,
slr0509,hypothetical protein,P,Hypothetical,,
slr0510,hypothetical protein,P,Hypothetical,,
slr0516,hypothetical protein,P,Hypothetical,,
slr0517,hypothetical protein,P,Hypothetical,,
slr0519,hypothetical protein,P,Hypothetical,,
slr0545,hypothetical protein,P,Hypothetical,,
slr0551,hypothetical protein,P,Hypothetical,,
slr0552,hypothetical protein,P,Hypothetical,,
slr0553,hypothetical protein,P,Hypothetical,,
slr0554,hypothetical protein,P,Hypothetical,,
slr0556,hypothetical protein,P,Hypothetical,,
slr0565,hypothetical protein,P,Hypothetical,,
slr0575,hypothetical protein,P,Hypothetical,,
slr0586,hypothetical protein,P,Hypothetical,,
slr0588,hypothetical protein,P,Hypothetical,,
slr0589,hypothetical protein,P,Hypothetical,,
slr0590,hypothetical protein,P,Hypothetical,,
slr0592,hypothetical protein,P,Hypothetical,,
slr0594,hypothetical protein,P,Hypothetical,,
slr0596,hypothetical protein,P,Hypothetical,,
slr0598,hypothetical protein,P,Hypothetical,,
slr0605,hypothetical protein,P,Hypothetical,,
slr0606,hypothetical protein,P,Hypothetical,,
slr0607,hypothetical protein,P,Hypothetical,,
slr0609,hypothetical protein,P,Hypothetical,,
slr0610,hypothetical protein,P,Hypothetical,,
slr0613,hypothetical protein,P,Hypothetical,,
slr0619,hypothetical protein,P,Hypothetical,,
slr0625,hypothetical protein,P,Hypothetical,,
slr0630,hypothetical protein,P,Hypothetical,,
slr0635,hypothetical protein,P,Hypothetical,,
slr0637,hypothetical protein,P,Hypothetical,,
slr0642,hypothetical protein,P,Hypothetical,,
slr0643,hypothetical protein,P,Hypothetical,,
slr0645,hypothetical protein,P,Hypothetical,,
slr0650,hypothetical protein,P,Hypothetical,,
slr0651,hypothetical protein,P,Hypothetical,,
slr0655,hypothetical protein,P,Hypothetical,,
slr0656,hypothetical protein,P,Hypothetical,,
slr0664,hypothetical protein,P,Hypothetical,,
slr0670,hypothetical protein,P,Hypothetical,,
slr0680,hypothetical protein,P,Hypothetical,,
slr0686,hypothetical protein,P,Hypothetical,,
slr0688,hypothetical protein,P,Hypothetical,,
slr0689,hypothetical protein,P,Hypothetical,,
slr0692,hypothetical protein YCF45,P,Hypothetical,,
slr0695,hypothetical protein,P,Hypothetical,,
slr0698,hypothetical protein,P,Hypothetical,,
slr0709,hypothetical protein,P,Hypothetical,,
slr0711,hypothetical protein,P,Hypothetical,,
slr0712,hypothetical protein,P,Hypothetical,,
slr0722,hypothetical protein,P,Hypothetical,,
slr0723,hypothetical protein,P,Hypothetical,,
slr0725,hypothetical protein,P,Hypothetical,,
slr0728,hypothetical protein,P,Hypothetical,,
slr0729,hypothetical protein,P,Hypothetical,,
slr0730,hypothetical protein,P,Hypothetical,,
slr0731,hypothetical protein,P,Hypothetical,,
slr0732,hypothetical protein,P,Hypothetical,,
slr0734,hypothetical protein,P,Hypothetical,,
slr0740,hypothetical protein,P,Hypothetical,,
slr0742,hypothetical protein,P,Hypothetical,,
slr0748,hypothetical protein,P,Hypothetical,,
slr0751,hypothetical protein,P,Hypothetical,,
slr0755,hypothetical protein,P,Hypothetical,,
slr0765,hypothetical protein,P,Hypothetical,,
slr0769,hypothetical protein,P,Hypothetical,,
slr0770,hypothetical protein,P,Hypothetical,,
slr0771,hypothetical protein,P,Hypothetical,,
slr0773,hypothetical protein,P,Hypothetical,,
slr0779,hypothetical protein,P,Hypothetical,,
slr0780,hypothetical protein,P,Hypothetical,,
slr0784,hypothetical protein,P,Hypothetical,,
slr0787,hypothetical protein,P,Hypothetical,,
slr0789,hypothetical protein,P,Hypothetical,,
slr0795,cation efflux system protein involved in nickel and cobalt tolerance,P,Hypothetical,,
slr0801,hypothetical protein,P,Hypothetical,,
slr0806,hypothetical protein,P,Hypothetical,,
slr0810,hypothetical protein,P,Hypothetical,,
slr0812,hypothetical protein,P,Hypothetical,,
slr0813,hypothetical protein,P,Hypothetical,,
slr0815,hypothetical protein,P,Hypothetical,,
slr0816,hypothetical protein,P,Hypothetical,,
slr0818,hypothetical protein,P,Hypothetical,,
slr0821,hypothetical protein,P,Hypothetical,,
slr0842,hypothetical protein,P,Hypothetical,,
slr0845,hypothetical protein,P,Hypothetical,,
slr0846,hypothetical protein,P,Hypothetical,,
slr0848,hypothetical protein,P,Hypothetical,,
slr0852,hypothetical protein,P,Hypothetical,,
slr0863,hypothetical protein,P,Hypothetical,,
slr0865,hypothetical protein,P,Hypothetical,,
slr0869,hypothetical protein,P,Hypothetical,,
slr0870,hypothetical protein,P,Hypothetical,,
slr0872,hypothetical protein,P,Hypothetical,,
slr0876,hypothetical protein,P,Hypothetical,,
slr0878,hypothetical protein,P,Hypothetical,,
slr0882,hypothetical protein YCF84,P,Hypothetical,,
slr0883,hypothetical protein,P,Hypothetical,,
slr0885,hypothetical protein,P,Hypothetical,,
slr0887,hypothetical protein,P,Hypothetical,,
slr0888,hypothetical protein,P,Hypothetical,,
slr0889,hypothetical protein,P,Hypothetical,,
slr0919,hypothetical protein,P,Hypothetical,,
slr0921,hypothetical protein,P,Hypothetical,,
slr0923,hypothetical protein YCF65,P,Hypothetical,,
slr0924,"periplasmic protein, function unknown",P,Hypothetical,,
slr0930,hypothetical protein,P,Hypothetical,,
slr0935,hypothetical protein,P,Hypothetical,,
slr0941,hypothetical protein,P,Hypothetical,,
slr0948,hypothetical protein,P,Hypothetical,,
slr0954,hypothetical protein,P,Hypothetical,,
slr0957,hypothetical protein,P,Hypothetical,,
slr0959,hypothetical protein,P,Hypothetical,,
slr0964,hypothetical protein,P,Hypothetical,,
slr0967,hypothetical protein,P,Hypothetical,,
slr0971,hypothetical protein,P,Hypothetical,,
slr0975,hypothetical protein,P,Hypothetical,,
slr0976,hypothetical protein,P,Hypothetical,,
slr0978,hypothetical protein,P,Hypothetical,,
slr0980,hypothetical protein,P,Hypothetical,,
slr0981,hypothetical protein,P,Hypothetical,,
slr0989,hypothetical protein,P,Hypothetical,,
slr0990,hypothetical protein,P,Hypothetical,,
slr1025,hypothetical protein,P,Hypothetical,,
slr1034,hypothetical protein YCF41,P,Hypothetical,,
slr1035,hypothetical protein,P,Hypothetical,,
slr1039,hypothetical protein,P,Hypothetical,,
slr1045,hypothetical protein YCF63,P,Hypothetical,,
slr1046,putative TatA protein,P,Hypothetical,,
slr1047,hypothetical protein,P,Hypothetical,,
slr1048,hypothetical protein,P,Hypothetical,,
slr1050,hypothetical protein,P,Hypothetical,,
slr1052,hypothetical protein,P,Hypothetical,,
slr1068,hypothetical protein,P,Hypothetical,,
slr1069,hypothetical protein,P,Hypothetical,,
slr1081,hypothetical protein,P,Hypothetical,,
slr1083,hypothetical protein,P,Hypothetical,,
slr1087,hypothetical protein,P,Hypothetical,,
slr1094,hypothetical protein,P,Hypothetical,,
slr1095,hypothetical protein,P,Hypothetical,,
slr1097,hypothetical protein,P,Hypothetical,,
slr1098,hypothetical protein,P,Hypothetical,,
slr1100,hypothetical protein,P,Hypothetical,,
slr1101,hypothetical protein,P,Hypothetical,,
slr1102,hypothetical protein,P,Hypothetical,,
slr1103,hypothetical protein,P,Hypothetical,,
slr1104,hypothetical protein,P,Hypothetical,,
slr1110,hypothetical protein,P,Hypothetical,,
slr1114,hypothetical protein,P,Hypothetical,,
slr1116,hypothetical protein,P,Hypothetical,,
slr1117,hypothetical protein,P,Hypothetical,,
slr1119,hypothetical protein,P,Hypothetical,,
slr1122,hypothetical protein,P,Hypothetical,,
slr1128,hypothetical protein,P,Hypothetical,,
slr1142,hypothetical protein,P,Hypothetical,,
slr1143,hypothetical protein,P,Hypothetical,,
slr1152,hypothetical protein,P,Hypothetical,,
slr1160,"periplasmic protein, function unknown",P,Hypothetical,,
slr1161,hypothetical protein,P,Hypothetical,,
slr1170,hypothetical protein,P,Hypothetical,,
slr1173,hypothetical protein,P,Hypothetical,,
slr1174,hypothetical protein,P,Hypothetical,,
slr1177,hypothetical protein,P,Hypothetical,,
slr1178,hypothetical protein,P,Hypothetical,,
slr1179,hypothetical protein,P,Hypothetical,,
slr1182,hypothetical protein,P,Hypothetical,,
slr1183,hypothetical protein,P,Hypothetical,,
slr1184,hypothetical protein,P,Hypothetical,,
slr1186,hypothetical protein,P,Hypothetical,,
slr1188,hypothetical protein,P,Hypothetical,,
slr1194,hypothetical protein,P,Hypothetical,,
slr1195,hypothetical protein,P,Hypothetical,,
slr1196,"periplasmic protein, function unknown",P,Hypothetical,,
slr1203,hypothetical protein,P,Hypothetical,,
slr1206,hypothetical protein,P,Hypothetical,,
slr1207,hypothetical protein,P,Hypothetical,,
slr1209,hypothetical protein,P,Hypothetical,,
slr1215,hypothetical protein,P,Hypothetical,,
slr1218,hypothetical protein YCF39,P,Hypothetical,,
slr1220,hypothetical protein,P,Hypothetical,,
slr1223,hypothetical protein,P,Hypothetical,,
slr1230,hypothetical protein,P,Hypothetical,,
slr1235,hypothetical protein,P,Hypothetical,,
slr1236,hypothetical protein,P,Hypothetical,,
slr1241,hypothetical protein,P,Hypothetical,,
slr1259,hypothetical protein,P,Hypothetical,,
slr1260,hypothetical protein,P,Hypothetical,,
slr1261,hypothetical protein,P,Hypothetical,,
slr1262,hypothetical protein,P,Hypothetical,,
slr1263,hypothetical protein,P,Hypothetical,,
slr1266,hypothetical protein,P,Hypothetical,,
slr1270,"periplasmic protein, function unknown",P,Hypothetical,,
slr1273,hypothetical protein,P,Hypothetical,,
slr1275,hypothetical protein,P,Hypothetical,,
slr1276,hypothetical protein,P,Hypothetical,,
slr1278,hypothetical protein YCF62,P,Hypothetical,,
slr1287,hypothetical protein,P,Hypothetical,,
slr1288,hypothetical protein,P,Hypothetical,,
slr1290,hypothetical protein,P,Hypothetical,,
slr1301,hypothetical protein,P,Hypothetical,,
slr1303,hypothetical protein,P,Hypothetical,,
slr1306,hypothetical protein,P,Hypothetical,,
slr1307,hypothetical protein,P,Hypothetical,,
slr1315,hypothetical protein,P,Hypothetical,,
slr1327,hypothetical protein,P,Hypothetical,,
slr1338,hypothetical protein,P,Hypothetical,,
slr1339,hypothetical protein,P,Hypothetical,,
slr1342,hypothetical protein,P,Hypothetical,,
slr1343,hypothetical protein,P,Hypothetical,,
slr1344,hypothetical protein,P,Hypothetical,,
slr1353,hypothetical protein,P,Hypothetical,,
slr1362,hypothetical protein,P,Hypothetical,,
slr1363,hypothetical protein,P,Hypothetical,,
slr1365,hypothetical protein,P,Hypothetical,,
slr1376,hypothetical protein,P,Hypothetical,,
slr1378,hypothetical protein,P,Hypothetical,,
slr1384,hypothetical protein,P,Hypothetical,,
slr1394,hypothetical protein,P,Hypothetical,,
slr1395,hypothetical protein,P,Hypothetical,,
slr1406,"periplasmic protein, function unknown",P,Hypothetical,,
slr1411,hypothetical protein,P,Hypothetical,,
slr1413,hypothetical protein,P,Hypothetical,,
slr1415,hypothetical protein,P,Hypothetical,,
slr1417,hypothetical protein YCF57,P,Hypothetical,,
slr1419,hypothetical protein,P,Hypothetical,,
slr1425,hypothetical protein,P,Hypothetical,,
slr1428,hypothetical protein,P,Hypothetical,,
slr1429,hypothetical protein,P,Hypothetical,,
slr1431,hypothetical protein,P,Hypothetical,,
slr1438,hypothetical protein,P,Hypothetical,,
slr1440,hypothetical protein,P,Hypothetical,,
slr1441,hypothetical protein,P,Hypothetical,,
slr1442,hypothetical protein,P,Hypothetical,,
slr1444,hypothetical protein,P,Hypothetical,,
slr1449,hypothetical protein,P,Hypothetical,,
slr1451,hypothetical protein,P,Hypothetical,,
slr1461,hypothetical protein,P,Hypothetical,,
slr1462,hypothetical protein,P,Hypothetical,,
slr1464,hypothetical protein,P,Hypothetical,,
slr1468,hypothetical protein,P,Hypothetical,,
slr1470,hypothetical protein,P,Hypothetical,,
slr1471,hypothetical protein,P,Hypothetical,,
slr1472,hypothetical protein,P,Hypothetical,,
slr1474,hypothetical protein,P,Hypothetical,,
slr1478,hypothetical protein,P,Hypothetical,,
slr1493,hypothetical protein,P,Hypothetical,,
slr1495,hypothetical protein,P,Hypothetical,,
slr1503,hypothetical protein,P,Hypothetical,,
slr1506,hypothetical protein,P,Hypothetical,,
slr1507,hypothetical protein,P,Hypothetical,,
slr1512,sodium-dependent bicarbonate transporter,P,Hypothetical,,
slr1513,"periplasmic protein, function unknown",P,Hypothetical,,
slr1515,putative membrane protein required for bicarbonate uptake,P,Hypothetical,,
slr1519,hypothetical protein,P,Hypothetical,,
slr1530,hypothetical protein,P,Hypothetical,,
slr1533,hypothetical protein,P,Hypothetical,,
slr1534,hypothetical protein,P,Hypothetical,,
slr1535,hypothetical protein,P,Hypothetical,,
slr1541,hypothetical protein,P,Hypothetical,,
slr1546,hypothetical protein,P,Hypothetical,,
slr1547,hypothetical protein,P,Hypothetical,,
slr1557,hypothetical protein,P,Hypothetical,,
slr1563,hypothetical protein,P,Hypothetical,,
slr1565,hypothetical protein,P,Hypothetical,,
slr1566,hypothetical protein,P,Hypothetical,,
slr1568,hypothetical protein,P,Hypothetical,,
slr1570,hypothetical protein,P,Hypothetical,,
slr1572,hypothetical protein,P,Hypothetical,,
slr1573,hypothetical protein,P,Hypothetical,,
slr1577,hypothetical protein,P,Hypothetical,,
slr1579,hypothetical protein,P,Hypothetical,,
slr1583,hypothetical protein,P,Hypothetical,,
slr1590,hypothetical protein,P,Hypothetical,,
slr1591,hypothetical protein,P,Hypothetical,,
slr1593,hypothetical protein,P,Hypothetical,,
slr1599,hypothetical protein,P,Hypothetical,,
slr1600,hypothetical protein,P,Hypothetical,,
slr1601,hypothetical protein,P,Hypothetical,,
slr1603,hypothetical protein,P,Hypothetical,,
slr1608,"putative glucose dehydrogenase-B, periplasmic protein",P,Hypothetical,,
slr1611,hypothetical protein,P,Hypothetical,,
slr1612,hypothetical protein,P,Hypothetical,,
slr1613,hypothetical protein,P,Hypothetical,,
slr1614,hypothetical protein,P,Hypothetical,,
slr1619,hypothetical protein,P,Hypothetical,,
slr1623,hypothetical protein,P,Hypothetical,,
slr1624,hypothetical protein,P,Hypothetical,,
slr1628,hypothetical protein,P,Hypothetical,,
slr1634,hypothetical protein,P,Hypothetical,,
slr1638,hypothetical protein,P,Hypothetical,,
slr1644,hypothetical protein,P,Hypothetical,,
slr1647,hypothetical protein,P,Hypothetical,,
slr1648,hypothetical protein,P,Hypothetical,,
slr1649,hypothetical protein,P,Hypothetical,,
slr1652,hypothetical protein,P,Hypothetical,,
slr1657,hypothetical protein,P,Hypothetical,,
slr1659,hypothetical protein,P,Hypothetical,,
slr1660,hypothetical protein,P,Hypothetical,,
slr1661,hypothetical protein,P,Hypothetical,,
slr1664,hypothetical protein,P,Hypothetical,,
slr1674,hypothetical protein,P,Hypothetical,,
slr1676,hypothetical protein,P,Hypothetical,,
slr1677,hypothetical protein,P,Hypothetical,,
slr1679,hypothetical protein,P,Hypothetical,,
slr1686,hypothetical protein,P,Hypothetical,,
slr1687,hypothetical protein,P,Hypothetical,,
slr1690,hypothetical protein,P,Hypothetical,,
slr1692,hypothetical protein,P,Hypothetical,,
slr1699,hypothetical protein,P,Hypothetical,,
slr1702,hypothetical protein,P,Hypothetical,,
slr1704,hypothetical protein,P,Hypothetical,,
slr1712,hypothetical protein,P,Hypothetical,,
slr1717,hypothetical protein,P,Hypothetical,,
slr1718,hypothetical protein,P,Hypothetical,,
slr1721,hypothetical protein,P,Hypothetical,,
slr1724,hypothetical protein,P,Hypothetical,,
slr1732,hypothetical protein,P,Hypothetical,,
slr1736,homogentisate phytyltransferase,P,Hypothetical,,
slr1737,hypothetical protein,P,Hypothetical,,
slr1752,hypothetical protein,P,Hypothetical,,
slr1753,hypothetical protein,P,Hypothetical,,
slr1762,hypothetical protein,P,Hypothetical,,
slr1767,hypothetical protein,P,Hypothetical,,
slr1770,hypothetical protein,P,Hypothetical,,
slr1780,hypothetical protein YCF54,P,Hypothetical,,
slr1790,hypothetical protein,P,Hypothetical,,
slr1796,hypothetical protein,P,Hypothetical,,
slr1799,hypothetical protein,P,Hypothetical,,
slr1800,hypothetical protein,P,Hypothetical,,
slr1807,hypothetical protein,P,Hypothetical,,
slr1811,hypothetical protein,P,Hypothetical,,
slr1812,hypothetical protein,P,Hypothetical,,
slr1813,hypothetical protein,P,Hypothetical,,
slr1814,hypothetical protein,P,Hypothetical,,
slr1815,hypothetical protein,P,Hypothetical,,
slr1816,hypothetical protein,P,Hypothetical,,
slr1818,hypothetical protein,P,Hypothetical,,
slr1819,hypothetical protein,P,Hypothetical,,
slr1820,hypothetical protein,P,Hypothetical,,
slr1821,hypothetical protein,P,Hypothetical,,
slr1826,hypothetical protein,P,Hypothetical,,
slr1827,hypothetical protein,P,Hypothetical,,
slr1840,hypothetical protein,P,Hypothetical,,
slr1847,hypothetical protein,P,Hypothetical,,
slr1851,hypothetical protein,P,Hypothetical,,
slr1864,hypothetical protein,P,Hypothetical,,
slr1870,hypothetical protein,P,Hypothetical,,
slr1875,hypothetical protein,P,Hypothetical,,
slr1876,hypothetical protein,P,Hypothetical,,
slr1880,hypothetical protein,P,Hypothetical,,
slr1885,hypothetical protein,P,Hypothetical,,
slr1886,hypothetical protein,P,Hypothetical,,
slr1895,hypothetical protein,P,Hypothetical,,
slr1896,hypothetical protein,P,Hypothetical,,
slr1900,hypothetical protein,P,Hypothetical,,
slr1906,hypothetical protein,P,Hypothetical,,
slr1907,hypothetical protein,P,Hypothetical,,
slr1911,hypothetical protein,P,Hypothetical,,
slr1913,hypothetical protein,P,Hypothetical,,
slr1914,hypothetical protein,P,Hypothetical,,
slr1915,hypothetical protein,P,Hypothetical,,
slr1917,hypothetical protein,P,Hypothetical,,
slr1918,hypothetical protein,P,Hypothetical,,
slr1919,hypothetical protein,P,Hypothetical,,
slr1923,hypothetical protein,P,Hypothetical,,
slr1926,hypothetical protein,P,Hypothetical,,
slr1927,hypothetical protein,P,Hypothetical,,
slr1935,hypothetical protein,P,Hypothetical,,
slr1940,"periplasmic protein, function unknown",P,Hypothetical,,
slr1944,"periplasmic protein, function unknown",P,Hypothetical,,
slr1946,hypothetical protein,P,Hypothetical,,
slr1949,hypothetical protein,P,Hypothetical,,
slr1951,hypothetical protein,P,Hypothetical,,
slr1957,hypothetical protein,P,Hypothetical,,
slr1963,water-soluble carotenoid protein,P,Hypothetical,,
slr1964,hypothetical protein,P,Hypothetical,,
slr1966,hypothetical protein,P,Hypothetical,,
slr1970,hypothetical protein,P,Hypothetical,,
slr1971,hypothetical protein,P,Hypothetical,,
slr1972,hypothetical protein YCF81,P,Hypothetical,,
slr1977,hypothetical protein,P,Hypothetical,,
slr1978,hypothetical protein,P,Hypothetical,,
slr1990,hypothetical protein,P,Hypothetical,,
slr1998,hypothetical protein,P,Hypothetical,,
slr1999,hypothetical protein,P,Hypothetical,,
slr2000,hypothetical protein,P,Hypothetical,,
slr2003,hypothetical protein,P,Hypothetical,,
slr2005,"periplasmic protein, function unknown",P,Hypothetical,,
slr2006,hypothetical protein,P,Hypothetical,,
slr2008,hypothetical protein,P,Hypothetical,,
slr2010,hypothetical protein,P,Hypothetical,,
slr2011,hypothetical protein,P,Hypothetical,,
slr2012,hypothetical protein,P,Hypothetical,,
slr2013,hypothetical protein,P,Hypothetical,,
slr2025,hypothetical protein,P,Hypothetical,,
slr2030,hypothetical protein,P,Hypothetical,,
slr2031,"putative PP2C-type protein phosphatase, gene required to recover from the nitrogen or sulfate starvation induced stationary phase",P,Hypothetical,,
slr2032,hypothetical protein YCF23,P,Hypothetical,,
slr2038,hypothetical protein,P,Hypothetical,,
slr2042,hypothetical protein,P,Hypothetical,,
slr2049,hypothetical protein YCF58,P,Hypothetical,,
slr2052,hypothetical protein,P,Hypothetical,,
slr2060,hypothetical protein,P,Hypothetical,,
slr2070,hypothetical protein,P,Hypothetical,,
slr2073,hypothetical protein YCF50,P,Hypothetical,,
slr2078,hypothetical protein,P,Hypothetical,,
slr2080,hypothetical protein,P,Hypothetical,,
slr2084,hypothetical protein,P,Hypothetical,,
slr2092,hypothetical protein,P,Hypothetical,,
slr2101,hypothetical protein,P,Hypothetical,,
slr2103,hypothetical protein,P,Hypothetical,,
slr2105,hypothetical protein,P,Hypothetical,,
slr2117,hypothetical protein,P,Hypothetical,,
slr2120,hypothetical protein,P,Hypothetical,,
slr2121,hypothetical protein,P,Hypothetical,,
slr2122,hypothetical protein,P,Hypothetical,,
slr2125,hypothetical protein,P,Hypothetical,,
slr2127,hypothetical protein,P,Hypothetical,,
slr2128,hypothetical protein,P,Hypothetical,,
slr2141,hypothetical protein,P,Hypothetical,,
slr2144,"periplasmic protein, function unknown",P,Hypothetical,,
slr5005,hypothetical protein,P,Hypothetical,,
slr5012,hypothetical protein,P,Hypothetical,,
slr5017,hypothetical protein,P,Hypothetical,,
slr5018,hypothetical protein,P,Hypothetical,,
slr5021,hypothetical protein,P,Hypothetical,,
slr5023,hypothetical protein,P,Hypothetical,,
slr5024,hypothetical protein,P,Hypothetical,,
slr5037,hypothetical protein,P,Hypothetical,,
slr5058,hypothetical protein,P,Hypothetical,,
slr5077,hypothetical protein,P,Hypothetical,,
slr5082,hypothetical protein,P,Hypothetical,,
slr5087,hypothetical protein,P,Hypothetical,,
slr5101,hypothetical protein,P,Hypothetical,,
slr5102,hypothetical protein,P,Hypothetical,,
slr5115,hypothetical protein,P,Hypothetical,,
slr5116,hypothetical protein,P,Hypothetical,,
slr5118,hypothetical protein,P,Hypothetical,,
slr5119,hypothetical protein,P,Hypothetical,,
slr5124,hypothetical protein,P,Hypothetical,,
slr6029,hypothetical protein,P,Hypothetical,,
slr6038,hypothetical protein,P,Hypothetical,,
slr6039,hypothetical protein,P,Hypothetical,,
slr6044,hypothetical protein,P,Hypothetical,,
slr6047,hypothetical protein,P,Hypothetical,,
slr6049,hypothetical protein,P,Hypothetical,,
slr6050,hypothetical protein,P,Hypothetical,,
slr6051,hypothetical protein,P,Hypothetical,,
slr6057,hypothetical protein,P,Hypothetical,,
slr6058,hypothetical protein,P,Hypothetical,,
slr6088,hypothetical protein,P,Hypothetical,,
slr6094,hypothetical protein,P,Hypothetical,,
slr6100,hypothetical protein,P,Hypothetical,,
slr6101,hypothetical protein,P,Hypothetical,,
slr6103,hypothetical protein,P,Hypothetical,,
slr6104,hypothetical protein,P,Hypothetical,,
slr6106,hypothetical protein,P,Hypothetical,,
slr6107,hypothetical protein,P,Hypothetical,,
slr6108,hypothetical protein,P,Hypothetical,,
slr7012,hypothetical protein,P,Hypothetical,,
slr7013,hypothetical protein,P,Hypothetical,,
slr7015,hypothetical protein,P,Hypothetical,,
slr7016,hypothetical protein,P,Hypothetical,,
slr7023,hypothetical protein,P,Hypothetical,,
slr7024,hypothetical protein,P,Hypothetical,,
slr7025,hypothetical protein,P,Hypothetical,,
slr7032,hypothetical protein,P,Hypothetical,,
slr7037,hypothetical protein,P,Hypothetical,,
slr7058,hypothetical protein,P,Hypothetical,,
slr7059,hypothetical protein,P,Hypothetical,,
slr7060,hypothetical protein,P,Hypothetical,,
slr7068,hypothetical protein,P,Hypothetical,,
slr7071,hypothetical protein,P,Hypothetical,,
slr7073,hypothetical protein,P,Hypothetical,,
slr7076,hypothetical protein,P,Hypothetical,,
slr7088,hypothetical protein,P,Hypothetical,,
slr7091,hypothetical protein,P,Hypothetical,,
slr7092,hypothetical protein,P,Hypothetical,,
slr7094,hypothetical protein,P,Hypothetical,,
slr7095,hypothetical protein,P,Hypothetical,,
slr7096,hypothetical protein,P,Hypothetical,,
slr7097,hypothetical protein,P,Hypothetical,,
slr7102,hypothetical protein,P,Hypothetical,,
slr8014,hypothetical protein,P,Hypothetical,,
slr8021,hypothetical protein,P,Hypothetical,,
slr8022,hypothetical protein,P,Hypothetical,,
slr8030,hypothetical protein,P,Hypothetical,,
slr9003,hypothetical protein [ORF-B],P,Hypothetical,,
sml0011,hypothetical protein,P,Hypothetical,,
sml0012,hypothetical protein,P,Hypothetical,,
sml0013,hypothetical protein,P,Hypothetical,,
smr0013,hypothetical protein,P,Hypothetical,,
smr0014,hypothetical protein,P,Hypothetical,,
smr0015,hypothetical protein,P,Hypothetical,,
ssl0090,hypothetical protein,P,Hypothetical,,
ssl0105,hypothetical protein,P,Hypothetical,,
ssl0241,hypothetical protein,P,Hypothetical,,
ssl0242,hypothetical protein,P,Hypothetical,,
ssl0258,hypothetical protein,P,Hypothetical,,
ssl0259,hypothetical protein,P,Hypothetical,,
ssl0294,hypothetical protein,P,Hypothetical,,
ssl0312,hypothetical protein,P,Hypothetical,,
ssl0331,hypothetical protein,P,Hypothetical,,
ssl0352,hypothetical protein,P,Hypothetical,,
ssl0353,hypothetical protein,P,Hypothetical,,
ssl0385,hypothetical protein,P,Hypothetical,,
ssl0461,hypothetical protein,P,Hypothetical,,
ssl0483,hypothetical protein,P,Hypothetical,,
ssl0511,hypothetical protein,P,Hypothetical,,
ssl0739,hypothetical protein,P,Hypothetical,,
ssl0788,hypothetical protein,P,Hypothetical,,
ssl0832,hypothetical protein,P,Hypothetical,,
ssl0900,hypothetical protein,P,Hypothetical,,
ssl1004,hypothetical protein,P,Hypothetical,,
ssl1045,hypothetical protein,P,Hypothetical,,
ssl1046,hypothetical protein,P,Hypothetical,,
ssl1047,hypothetical protein,P,Hypothetical,,
ssl1255,hypothetical protein,P,Hypothetical,,
ssl1263,hypothetical protein,P,Hypothetical,,
ssl1300,hypothetical protein,P,Hypothetical,,
ssl1328,hypothetical protein,P,Hypothetical,,
ssl1376,hypothetical protein,P,Hypothetical,,
ssl1377,hypothetical protein,P,Hypothetical,,
ssl1378,hypothetical protein,P,Hypothetical,,
ssl1417,hypothetical protein YCF33,P,Hypothetical,,
ssl1498,hypothetical protein,P,Hypothetical,,
ssl1577,hypothetical protein,P,Hypothetical,,
ssl1633,"high light-inducible polypeptide HliC, CAB/ELIP/HLIP superfamily",P,Hypothetical,,
ssl1690,hypothetical protein,P,Hypothetical,,
ssl1707,hypothetical protein,P,Hypothetical,,
ssl1762,hypothetical protein,P,Hypothetical,,
ssl1792,hypothetical protein,P,Hypothetical,,
ssl1807,hypothetical protein,P,Hypothetical,,
ssl1911,glutamine synthetase inactivating factor IF7,P,Hypothetical,,
ssl1918,hypothetical protein,P,Hypothetical,,
ssl1923,hypothetical protein,P,Hypothetical,,
ssl1972,hypothetical protein,P,Hypothetical,,
ssl2009,hypothetical protein,P,Hypothetical,,
ssl2064,hypothetical protein,P,Hypothetical,,
ssl2069,hypothetical protein,P,Hypothetical,,
ssl2148,hypothetical protein,P,Hypothetical,,
ssl2471,hypothetical protein,P,Hypothetical,,
ssl2595,hypothetical protein,P,Hypothetical,,
ssl2648,hypothetical protein,P,Hypothetical,,
ssl2717,hypothetical protein,P,Hypothetical,,
ssl2733,hypothetical protein,P,Hypothetical,,
ssl2749,hypothetical protein,P,Hypothetical,,
ssl2781,hypothetical protein,P,Hypothetical,,
ssl2807,hypothetical protein,P,Hypothetical,,
ssl2823,hypothetical protein,P,Hypothetical,,
ssl2874,hypothetical protein,P,Hypothetical,,
ssl2920,hypothetical protein,P,Hypothetical,,
ssl2921,hypothetical protein,P,Hypothetical,,
ssl2971,hypothetical protein,P,Hypothetical,,
ssl2982,probable DNA-directed RNA polymerase omega subunit,P,Hypothetical,,
ssl2999,hypothetical protein,P,Hypothetical,,
